category,brand,name,price,unit,photo_url,description
Гибридні інвертори,MUST,"Гібридний інвертор MUST PV18-3624PREM 3.6 кВт 24 В, Wi-Fi, 318x454x122.5, 7.8 кг",16968,грн,assets/images/products/152412_1.jpg,"Гібридний інвертор MUST PV18-3624PREM 3,6 кВт 24 В, Wi-Fi, 318 × 454 × 122,5 мм, 7,8 кг MUST PV18-3624PREM – гібридний інвертор потужністю 3,6 кВт для систем резервного та автономного електроживлення. Модель працює з акумуляторними батареями на 24 В та призначена для однофазних систем. Інвертор поєднує функції перетворювача напруги, зарядного пристрою та сонячного контролера, що дозволяє використовувати його разом із сонячними панелями, акумулятором та електромережею. Пристрій може забезпечувати резервне живлення обладнання у разі перебоїв з електропостачанням, а також використовувати сонячну енергію для живлення навантаження та заряджання акумуляторної батареї. Вбудований сонячний контролер дозволяє використовувати інвертор у складі сонячної системи без необхідності встановлення окремого контролера. Модель також оснащена Wi-Fi, що забезпечує можливість дистанційного моніторингу роботи системи та контролю основних параметрів. Потужність 3,6 кВт підходить для резервного живлення побутової техніки, електроніки та іншого обладнання з урахуванням допустимого навантаження інвертора. Напруга акумуляторної системи 24 В дозволяє використовувати його з відповідними акумуляторними батареями. Корпус має розміри 318 × 454 × 122,5 мм, а вага становить 7,8 кг. Під час монтажу необхідно передбачити достатньо місця для підключення кабелів, вентиляції та нормального охолодження пристрою. Де використовується Гібридний інвертор MUST PV18-3624PREM можна використовувати: для резервного живлення приватного будинку або квартири; у невеликих сонячних електростанціях; для роботи з акумуляторними батареями 24 В; у системах накопичення електроенергії; для резервного живлення побутової техніки та електронного обладнання; у автономних та гібридних системах електроживлення; для використання сонячної енергії разом з акумулятором; для моніторингу параметрів системи через Wi-Fi. На що звернути увагу Перед покупкою важливо перевірити сумісність акумуляторної батареї з напругою 24 В, її ємність, допустимі струми заряду та розряду, а також максимальне навантаження на інвертор. При підборі сонячних панелей необхідно враховувати допустимі параметри PV-входу та робочий діапазон сонячного контролера саме цієї моделі. Також варто передбачити стабільне Wi-Fi-підключення, якщо планується використовувати функцію дистанційного моніторингу. Оскільки це однофазний інвертор, перед встановленням необхідно врахувати тип електромережі об'єкта та особливості підключення навантаження."
Акумулятори для гібридних інверторів,FELICITY,"Акумуляторна батарея Felicity FLA48171 51.2V 171Ah LiFePO4, 735х433х188, 68 кг",64826,грн,assets/images/products/152469_2.jpg,"Акумуляторна батарея Felicity FLA48171 51,2 В 171 А·год LiFePO4, 735 × 433 × 188 мм, 68 кг Felicity FLA48171 – це літій-залізо-фосфатна акумуляторна батарея LiFePO4 ємністю 171 А·год та номінальною напругою 51,2 В. Акумулятор призначений для систем резервного та автономного живлення, а також для роботи разом з інвертором. Ємність 171 А·год дозволяє накопичувати енергію для живлення побутового та іншого обладнання під час відключень електроенергії. Номінальна енергоємність батареї становить 8,75 кВт·год, а напруга 51,2 В підходить для систем, розрахованих на 48 В. Акумулятор виконаний за технологією LiFePO4, яка добре підходить для систем накопичення енергії з регулярними циклами заряджання та розряджання. Такий формат часто використовують у домашніх системах резервного живлення, сонячних електростанціях та автономних енергетичних комплексах. Корпус має розміри 735 × 433 × 188 мм, вага акумулятора становить 68 кг. Компактні розміри дозволяють встановлювати батарею в спеціально підготовленому місці або акумуляторній шафі з урахуванням необхідного простору для монтажу та обслуговування. Де використовується Акумулятор Felicity FLA48171 171 А·год можна використовувати як джерело накопичення енергії у таких системах: • резервного живлення будинку або квартири • автономного електроживлення • роботи з інвертором • накопичення енергії від сонячних панелей • живлення обладнання під час відключень електроенергії Важливо: перед підключенням необхідно перевірити сумісність акумулятора з інвертором за напругою, параметрами заряджання та способом комунікації, якщо вона передбачена."
Комплекти автономного енергоживлення,FELICITY,"Комплект автономного енергоживлення: Felicity IVEM8048-II 8 кВт 48 В+ Felicity FLB48100WG1-H 51.2V 100Ah, з підігрівом",76329,грн,assets/images/komp/152472.jpg,"Комплект автономного енергоживлення Felicity IVEM8048-II 8 кВт 48 В+ Felicity FLB48100WG1-H 51.2V 100Ah, з підігрівом Комплект автономного енергоживлення Felicity та Felicity підійде для будинку, квартири, офісу, майстерні або іншого об'єкта, де потрібна система резервного та автономного живлення. У комплекті поєднані інвертор Felicity потужністю 8 кВт та акумулятор Felicity на 5,12 кВт·год, тому система може живити підключене навантаження та накопичувати електроенергію для подальшого використання. Felicity IVEM8048-II це гібридний інвертор потужністю 8 кВт з номінальною напругою акумулятора 48 В. Він формує вихідну напругу 230 В у вигляді чистої синусоїди, тому підходить для живлення побутової техніки, електроніки та іншого обладнання в межах допустимого навантаження. Інвертор може працювати від акумулятора, сонячних панелей, електромережі або генератора. Модель має вбудований MPPT-контролер з двома PV-входами і підтримує підключення сонячних панелей загальною потужністю до 10 кВт, максимальний струм заряджання становить 150 А. Передбачена паралельна робота до 6 інверторів. Для контролю роботи передбачений дисплей і вбудований Wi-Fi, а також функції захисту від перевантаження, перегріву та короткого замикання. Для накопичення енергії використовується Felicity FLB48100WG1-H. Це акумуляторна батарея на основі технології LiFePO4 з номінальною напругою 51,2 В, ємністю 100 А·год та запасом енергії близько 5,12 кВт·год. Така батарея може використовуватися як резервне джерело живлення під час відключень електроенергії або для накопичення енергії від сонячних панелей. Батарея оснащена функцією підігріву, що дозволяє коректно заряджати її за низьких температур. Такий комплект інвертор + акумулятор містить основні компоненти для організації резервного та автономного живлення. Його можна використовувати для живлення будинку, квартири, офісу, майстерні або іншого об'єкта. За наявності сонячних панелей комплект також дозволяє використовувати сонячну енергію для живлення навантаження та заряджання акумулятора. Характеристики: Інвертор: Felicity IVEM8048-II 8 кВт 48 В Тип: гібридний інвертор Номінальна потужність: 8 кВт Кількість фаз: 1 Напруга АКБ: 48 В Форма вихідної напруги: чиста синусоїда 230 В Wi-Fi: є Акумулятор: Felicity FLB48100WG1-H Тип АКБ: LiFePO4 Номінальна напруга: 51,2 В Ємність: 100 А·год Енергоємність: близько 5,12 кВт·год Підігрів: є BMS: є"
Комплекти автономного енергоживлення,FELICITY,"Комплект автономного енергоживлення: MUST PV19-6048EXP 48V 6 kW + Felicity FLB48100WG1-H 51.2V 100Ah, з підігрівом",63322,грн,assets/images/komp/152473.jpg,"Комплект автономного енергоживлення MUST PV19-6048EXP 48V 6 kW + Felicity FLB48100WG1-H 51.2V 100Ah, з підігрівом Комплект автономного енергоживлення MUST та Felicity підійде для будинку, квартири, офісу, майстерні або іншого об'єкта, де потрібна система резервного та автономного живлення. У комплекті поєднані інвертор MUST потужністю 6 кВт та акумулятор Felicity на 5,12 кВт·год, тому система може живити підключене навантаження та накопичувати електроенергію для подальшого використання. MUST PV19-6048EXP це гібридний інвертор потужністю 6 кВт з номінальною напругою акумулятора 48 В. Він формує вихідну напругу 230 В у вигляді чистої синусоїди, тому підходить для живлення побутової техніки, електроніки та іншого обладнання в межах допустимого навантаження. Інвертор може працювати від акумулятора, сонячних панелей, електромережі або генератора. Пікова потужність становить 12000 Вт. Вбудований MPPT-контролер працює в діапазоні 150-450 В і підтримує сонячні панелі потужністю до 6 кВт, максимальний струм заряджання 120 А. Є входи USB, RS485 і CAN, підтримується паралельна робота та підключення генератора. Для контролю роботи передбачений дисплей і вбудований Wi-Fi, а також функції захисту від перевантаження, перегріву та короткого замикання. Для накопичення енергії використовується Felicity FLB48100WG1-H. Це акумуляторна батарея на основі технології LiFePO4 з номінальною напругою 51,2 В, ємністю 100 А·год та запасом енергії близько 5,12 кВт·год. Така батарея може використовуватися як резервне джерело живлення під час відключень електроенергії або для накопичення енергії від сонячних панелей. Батарея оснащена функцією підігріву, що дозволяє коректно заряджати її за низьких температур. Такий комплект інвертор + акумулятор містить основні компоненти для організації резервного та автономного живлення. Його можна використовувати для живлення будинку, квартири, офісу, майстерні або іншого об'єкта. За наявності сонячних панелей комплект також дозволяє використовувати сонячну енергію для живлення навантаження та заряджання акумулятора. Характеристики: Інвертор: MUST PV19-6048EXP 6 кВт 48 В Тип: гібридний інвертор Номінальна потужність: 6 кВт Кількість фаз: 1 Напруга АКБ: 48 В Форма вихідної напруги: чиста синусоїда 230 В Wi-Fi: є Акумулятор: Felicity FLB48100WG1-H Тип АКБ: LiFePO4 Номінальна напруга: 51,2 В Ємність: 100 А·год Енергоємність: близько 5,12 кВт·год Підігрів: є BMS: є"
Комплекти автономного енергоживлення,FELICITY,Комплект автономного енергоживлення: Felicity IVEM8048-II 8 кВт 48 В+ Felicity FLA48171 51.2V 171Ah LiFePO4,101229,грн,assets/images/komp/152492.jpg,"Комплект автономного енергоживлення Felicity IVEM8048-II 8 кВт 48 В + Felicity FLA48171 51,2 В 171 А·год LiFePO4 Комплект автономного енергоживлення Felicity підійде для будинку або іншого об'єкта, де потрібна потужна система резервного та автономного живлення. У комплекті поєднані інвертор Felicity на 8 кВт та акумулятор Felicity на 8,7 кВт·год, тому система може не тільки живити навантаження, а й накопичувати електроенергію для подальшого використання. Felicity IVEM8048-II — це однофазний інвертор потужністю 8 кВт, розрахований на роботу з акумуляторними батареями напругою 48 В. Інвертор поєднує функції інвертора, зарядного пристрою та MPPT-контролера, тому може використовуватися як основа для автономної системи або резервного живлення. На виході формується чиста синусоїда, що дозволяє підключати побутову техніку, електроніку та інше обладнання. Інвертор має 2 MPPT-контролери та підтримує підключення сонячних панелей загальною потужністю до 10 кВт. Максимальна напруга холостого ходу PV-входу становить 500 В, а робочий діапазон MPPT — до 450 В. Максимальний струм заряду від сонячних панелей, мережі або генератора становить 150 А. За потреби потужність системи можна збільшити, об'єднавши до 6 інверторів паралельно. Для зберігання енергії використовується Felicity FLA48171. Це акумулятор LiFePO4 з номінальною напругою 51,2 В, ємністю 171 А·год та запасом енергії 8,7 кВт·год. Він підтримує максимальний безперервний струм заряду та розряду до 100 А, а максимальна потужність заряду або розряду становить до 5,1 кВт. Заявлений ресурс батареї — 6000+ циклів, а допустима глибина розряду становить не менше 95%. Для контролю роботи акумулятора передбачена вбудована BMS, а зв'язок з інвертором здійснюється через CAN або RS485. Батарея має захист за допомогою автоматичного вимикача та запобіжника. За потреби систему можна розширити, підключивши до 15 акумуляторних блоків паралельно, що дозволяє збільшити загальний запас енергії. Вбудований Wi-Fi в інверторі дозволяє контролювати основні параметри роботи системи дистанційно. Felicity IVEM8048-II також підтримує роботу від електромережі або генератора та може використовуватися для безперебійного живлення навантаження під час відключень електроенергії. Пікова ефективність інвертора становить до 94,5%, а робочий діапазон температур — від -10 до +50 °C. Такий комплект інвертор + акумулятор вже містить основні компоненти системи автономного живлення. Його можна використовувати як систему резервного живлення 8 кВт для будинку, офісу, майстерні або іншого об'єкта, а за наявності сонячних панелей — для вироблення, накопичення та використання власної електроенергії. Комплект також підходить для автономного живлення будинку та забезпечення електроенергією основних споживачів під час відключень. Характеристики: Інвертор: Felicity IVEM8048-II Тип: гібридний інвертор Номінальна потужність: 8 кВт Кількість фаз: 1 Напруга АКБ: 48 В Кількість MPPT: 2 Максимальна потужність сонячних панелей: 10 кВт Максимальна кількість інверторів при паралельному підключенні: 6 ККД: до 94,5% WiFi: є Ступінь захисту: IP20 Робоча температура: від -10 до +50 °C Акумулятор: Felicity FLA48171 Тип АКБ: LiFePO4 Номінальна напруга: 51,2 В Ємність: 171 А·год Енергоємність: 8,7 кВт·год Максимальний струм заряду: 100 А Максимальний струм розряду: 100 А Максимальна потужність заряду/розряду: 5,1 кВт Глибина розряду: ≥95% Ресурс: 6000+ циклів BMS: є Комунікація: CAN, RS485 Захист: автоматичний вимикач, запобіжник Можливість розширення: до 15 акумуляторних блоків паралельно"
Комплекти автономного енергоживлення,FELICITY,Комплект автономного енергоживлення: MUST PV19-6048EXP 48V 6 kW + Felicity FLA48171 51.2V 171Ah LiFePO4,88223,грн,assets/images/komp/152495.jpg,"Комплект автономного енергоживлення MUST PV19-6048EXP 48 В 6 кВт + Felicity FLA48171 51,2 В 171 А·год LiFePO4 Комплект автономного енергоживлення MUST PV19-6048EXP 48 В 6 кВт + Felicity FLA48171 51,2 В 171 А·год LiFePO4 — готове рішення для організації резервного та автономного живлення приватного будинку, квартири, дачі, офісу або іншого об'єкта. Комплект поєднує гібридний інвертор MUST потужністю 6 кВт та літій-залізо-фосфатний акумулятор Felicity ємністю 171 А·год, забезпечуючи стабільне живлення обладнання під час відключень електроенергії. Інвертор MUST PV19-6048EXP — це гібридний інвертор потужністю 6 кВт з акумуляторною напругою 48 В, який поєднує функції інвертора, сонячного зарядного пристрою MPPT та зарядного пристрою для акумулятора. На виході формується чиста синусоїда, тому пристрій підходить для живлення побутової техніки, електроніки, систем опалення, насосів та іншого обладнання. Інвертор оснащений MPPT-контролером з робочим діапазоном 150–450 В та підтримує підключення сонячних панелей загальною потужністю до 6 кВт. Максимальна напруга холостого ходу PV-масиву може досягати 500 В. MUST PV19-6048EXP також підтримує роботу з різними типами акумуляторів та може працювати паралельно — до 9 інверторів в одній системі. Для накопичення енергії в комплекті використовується акумулятор Felicity FLA48171 — літій-залізо-фосфатна батарея LiFePO4 номінальною напругою 51,2 В та ємністю 171 А·год. Енергоємність акумулятора становить 8,75 кВт·год, що забезпечує значний запас енергії для тривалої роботи підключених споживачів. Вбудована інтелектуальна BMS контролює параметри батареї та забезпечує захист від перезаряджання, надмірного розряджання, перевищення струму та короткого замикання. Максимальний струм заряджання та розряджання становить 120 А. Акумулятор має глибину розряду ≥95% та ресурс ≥6000 циклів, що робить його придатним для регулярного використання в системах резервного та автономного живлення. Акумулятор Felicity FLA48171 підтримує комунікацію через RS485/CAN, має вбудовані Wi-Fi та Bluetooth для дистанційного моніторингу, а також автоматичний вимикач, запобіжник і вбудовану систему аерозольного пожежогасіння. Конструкція передбачає настінне або підлогове встановлення, а для збільшення загальної ємності допускається паралельне підключення до 15 акумуляторів. MUST PV19-6048EXP має можливість дистанційного моніторингу через Wi-Fi, а ефективність інвертора становить до 92%. Активне охолодження вентилятором забезпечує стабільну роботу обладнання при навантаженні, а вбудовані функції захисту допомагають запобігти пошкодженню системи при перевантаженні, короткому замиканні та критичних режимах роботи. Комплект інвертор + акумулятор стане практичним рішенням для створення системи резервного живлення 6 кВт або автономної системи з використанням сонячної енергії. Ємний акумулятор на 8,75 кВт·год у поєднанні з інвертором MUST потужністю 6 кВт дозволяє забезпечити роботу основних побутових приладів та електрообладнання під час перебоїв з електропостачанням. Характеристики: Інвертор: MUST PV19-6048EXP Тип: гібридний інвертор Номінальна потужність: 6 кВт Кількість фаз: 1 Напруга акумулятора: 48 В Кількість MPPT: 1 Максимальна потужність сонячних панелей: до 6 кВт Максимальна кількість інверторів у паралельному підключенні: до 9 ККД: до 92% Wi-Fi: є Ступінь захисту: IP20 Робоча температура: від 0 до +50 °C Акумулятор: Felicity FLA48171 Тип: LiFePO4 Номінальна напруга: 51,2 В Ємність: 171 А·год Енергоємність: 8,75 кВт·год Макс. струм заряджання: до 120 А Макс. струм розряджання: до 120 А Макс. потужність заряджання/розряджання: до 6 кВт Глибина розряду: ≥95% Ресурс: ≥6000 циклів BMS: є Комунікація: RS485 / CAN, Wi-Fi, Bluetooth Захист: від перезаряджання, глибокого розряджання, перевищення струму та короткого замикання Розширення: паралельне підключення до 15 акумуляторів"
Комплекти автономного енергоживлення,MUST,Комплект автономного енергоживлення: Must PV18-3224 VPM II 3.2 кВт + MUST LP15-24100 25.6V 100Ah LiFePO4,36809,грн,assets/images/komp/152505.jpg,"Комплект автономного енергоживлення MUST PV18-3224 VPM II 3,2 кВт 24 В + MUST LP15-24100 25,6 В 100 А·год LiFePO4 Комплект автономного енергоживлення MUST PV18-3224 VPM II 3,2 кВт 24 В + MUST LP15-24100 25,6 В 100 А·год LiFePO4 — готове рішення для організації резервного та автономного живлення будинку, квартири, дачі, офісу або іншого об'єкта. Комплект поєднує автономний інвертор MUST потужністю 3,2 кВт та літій-залізо-фосфатний акумулятор MUST ємністю 100 А·год, забезпечуючи стабільне живлення обладнання під час відключень електроенергії. Інвертор MUST PV18-3224 VPM II — це багатофункціональний інвертор потужністю 3,2 кВт з акумуляторною напругою 24 В, який поєднує функції інвертора, MPPT-контролера та зарядного пристрою. На виході формується чиста синусоїда, тому пристрій підходить для живлення побутової техніки, електроніки, освітлення та іншого обладнання. Максимальна пікова потужність інвертора становить 6,4 кВт. Інвертор оснащений MPPT-контролером з робочим діапазоном 30–128 В та підтримує підключення сонячних панелей загальною потужністю до 1,6 кВт. Максимальна напруга холостого ходу PV-масиву становить 160 В, а максимальний струм сонячного заряджання — 60 А. Також передбачене заряджання акумулятора від електромережі або генератора та швидке перемикання між джерелами живлення. Для накопичення енергії в комплекті використовується акумулятор MUST LP15-24100 — літій-залізо-фосфатна батарея LiFePO4 номінальною напругою 25,6 В та ємністю 100 А·год. Енергоємність акумулятора становить 2,56 кВт·год, що забезпечує запас енергії для роботи основних споживачів під час перебоїв з електропостачанням. Вбудована BMS контролює параметри акумулятора та забезпечує його захист під час заряджання й розряджання. Максимальний безперервний струм розряджання для LP15-24100 становить 100 А. Акумулятор має ресурс 6000+ циклів, ступінь захисту IP54 та підтримує масштабування системи шляхом послідовного й паралельного підключення декількох батарей. MUST PV18-3224 VPM II може комплектуватися Wi-Fi-модулем для дистанційного моніторингу параметрів системи. ККД інвертора досягає 93%, час перемикання становить близько 10 мс у режимі UPS, а робочий діапазон температур — від 0 до +50 °C. Для керування та моніторингу передбачені інтерфейси USB, а Wi-Fi використовується через відповідний модуль. Комплект інвертор + акумулятор стане практичним рішенням для створення системи резервного живлення 3,2 кВт або автономної системи 24 В. Така конфігурація дозволяє підтримувати роботу необхідної побутової техніки, електроніки та освітлення під час відключень електроенергії. Характеристики: Інвертор: MUST PV18-3224 VPM II Тип: автономний інвертор Номінальна потужність: 3,2 кВт Кількість фаз: 1 Напруга акумулятора: 24 В Кількість MPPT: 1 Максимальна потужність сонячних панелей: до 1,6 кВт Максимальна кількість інверторів у паралельному підключенні: до 3 ККД: до 93% Wi-Fi: опціонально Ступінь захисту: IP20 Робоча температура: від 0 до +50 °C Акумулятор: MUST LP15-24100 Тип: LiFePO4 Номінальна напруга: 25,6 В Ємність: 100 А·год Енергоємність: 2,56 кВт·год Макс. струм заряджання: до 100 А Макс. струм розряджання: до 100 А Макс. потужність заряджання/розряджання: до 2,56 кВт Глибина розряду: до 80% Ресурс: 6000+ циклів BMS: є Комунікація: Bluetooth Захист: від перезаряджання, глибокого розряджання, перевищення струму та короткого замикання Розширення: послідовне та паралельне підключення акумуляторів"
Комплекти автономного енергоживлення,FELICITY,Комплект автономного енергоживлення: Felicity IVEM4024-II 24В 4 кВт+ MUST LP15-24100 25.6V 100Ah LiFePO4,41262,грн,assets/images/komp/152513.jpg,"Комплект автономного енергоживлення Felicity IVEM4024-II 24В 4 кВт+ MUST LP15-24100 25.6V 100Ah LiFePO4 Комплект автономного енергоживлення Felicity та MUST підійде для будинку, квартири, офісу, майстерні або іншого об'єкта, де потрібна система резервного та автономного живлення. У комплекті поєднані інвертор Felicity потужністю 4 кВт та акумулятор MUST на 2,56 кВт·год, тому система може живити підключене навантаження та накопичувати електроенергію для подальшого використання. Felicity IVEM4024-II це гібридний інвертор потужністю 4 кВт з номінальною напругою акумулятора 24 В. Він формує вихідну напругу 230 В у вигляді чистої синусоїди, тому підходить для живлення побутової техніки, електроніки та іншого обладнання в межах допустимого навантаження. Інвертор може працювати від акумулятора, сонячних панелей, електромережі або генератора. Для контролю роботи передбачений дисплей і вбудований Wi-Fi, а також функції захисту від перевантаження, перегріву та короткого замикання. Для накопичення енергії використовується MUST LP15-24100. Це акумуляторна батарея на основі технології LiFePO4 з номінальною напругою 25,6 В, ємністю 100 А·год та запасом енергії близько 2,56 кВт·год. Така батарея може використовуватися як резервне джерело живлення під час відключень електроенергії або для накопичення енергії від сонячних панелей. Такий комплект інвертор + акумулятор містить основні компоненти для організації резервного та автономного живлення. Його можна використовувати для живлення будинку, квартири, офісу, майстерні або іншого об'єкта. За наявності сонячних панелей комплект також дозволяє використовувати сонячну енергію для живлення навантаження та заряджання акумулятора. Характеристики: Інвертор: Felicity IVEM4024-II 4 кВт 24 В Тип: гібридний інвертор Номінальна потужність: 4 кВт Кількість фаз: 1 Напруга АКБ: 24 В Форма вихідної напруги: чиста синусоїда 230 В Wi-Fi: є Акумулятор: MUST LP15-24100 Тип АКБ: LiFePO4 Номінальна напруга: 25,6 В Ємність: 100 А·год Енергоємність: близько 2,56 кВт·год BMS: є"
Акумулятори для гібридних інверторів,FELICITY,"Акумуляторна батарея Felicity LPBA48100-OL 51.2V 100Ah LiFePO4, 665х440х175, 48.5 кг",38882,грн,assets/images/komp/152520.jpg,"Акумуляторна батарея Felicity LPBA48100-OL 51,2 В 100 А·год LiFePO4, 665 × 440 × 175 мм, 48,5 кг Felicity LPBA48100-OL – це літій-залізо-фосфатна акумуляторна батарея LiFePO4 ємністю 100 А·год та номінальною напругою 51,2 В. Акумулятор призначений для систем резервного та автономного живлення, а також для роботи разом з інвертором. Ємність 100 А·год дозволяє накопичувати енергію для живлення побутового та іншого обладнання під час відключень електроенергії. Номінальна енергоємність батареї становить 5,12 кВт·год, а напруга 51,2 В підходить для систем, розрахованих на 48 В. Акумулятор виконаний за технологією LiFePO4, яка добре підходить для систем накопичення енергії з регулярними циклами заряджання та розряджання. Такий формат часто використовують у домашніх системах резервного живлення, сонячних електростанціях та автономних енергетичних комплексах. Корпус має розміри 665 × 440 × 175 мм, вага акумулятора становить 48,5 кг. Компактні розміри дозволяють встановлювати батарею в спеціально підготовленому місці або акумуляторній шафі з урахуванням необхідного простору для монтажу та обслуговування. Де використовується Акумулятор Felicity LPBA48100-OL 100 А·год можна використовувати як джерело накопичення енергії у таких системах: • резервного живлення будинку або квартири • автономного електроживлення • роботи з інвертором • накопичення енергії від сонячних панелей • живлення обладнання під час відключень електроенергії Важливо: перед підключенням необхідно перевірити сумісність акумулятора з інвертором за напругою, параметрами заряджання та способом комунікації, якщо вона передбачена."
Акумулятори для гібридних інверторів,DEYE,"Акумуляторна батарея Deye SE-F16-С 51.2V 314 Аh, 400х708х233, 123 кг, 16kWh LiFePO4",94110,грн,assets/images/products/151057_1.jpg,"Акумуляторна батарея Deye SE-F16-C 51,2 В 314 А·год LiFePO4, 16 кВт·год, 400 × 708 × 233 мм, 123 кг Deye SE-F16-C – це літій-залізо-фосфатна акумуляторна батарея LiFePO4 ємністю 314 А·год та номінальною напругою 51,2 В. Акумулятор призначений для систем резервного та автономного живлення, а також для роботи разом з інвертором. Ємність 314 А·год дозволяє накопичувати енергію для живлення побутового та іншого обладнання під час відключень електроенергії. Номінальна енергоємність батареї становить 16 кВт·год, а напруга 51,2 В підходить для систем, розрахованих на 48 В. Акумулятор виконаний за технологією LiFePO4, яка добре підходить для систем накопичення енергії з регулярними циклами заряджання та розряджання. Такий формат часто використовують у домашніх системах резервного живлення, сонячних електростанціях та автономних енергетичних комплексах. Корпус має розміри 400 × 708 × 233 мм, вага акумулятора становить 123 кг. Компактні розміри дозволяють встановлювати батарею в спеціально підготовленому місці або акумуляторній шафі з урахуванням необхідного простору для монтажу та обслуговування. Де використовується Акумулятор Deye SE-F16-C 314 А·год можна використовувати як джерело накопичення енергії у таких системах: • резервного живлення будинку або квартири • автономного електроживлення • роботи з інвертором • накопичення енергії від сонячних панелей • живлення обладнання під час відключень електроенергії Важливо: перед підключенням необхідно перевірити сумісність акумулятора з інвертором за напругою, параметрами заряджання та способом комунікації, якщо вона передбачена."
